index,premise,hypothesis,pattern,type,section_id,pattern_label,lexical_jaccard,lexical_coverage,digits_premise,digits_hypothesis,pct_premise,pct_hypothesis,units_premise,units_hypothesis,numeric_total,neg_premise,neg_hypothesis,neg_total,words_premise,words_hypothesis,trial_primary,trial_secondary,KATE_correct,P1_ft_correct
130,"Inclusion Criteria:
  Histologically or cytologically proven diagnosis of solid tumor malignancy of lung, breast, or prostate prior to registration;
   18 years of age;
  White blood cell count (WBC)  2400 cells/mm^3;
  Absolute neutrophil count (ANC)  1,800 cells/mm3;
  Platelets  60,000 cells/mm3;
  Hemoglobin  8.0 g/dl (Note: The use of transfusion or other intervention to achieve the required hemoglobin is permitted).

Inclusion Criteria:
  Histologically verified diagnosis of stage IIb/III/IV breast cancer;
  Age of 18-70 years inclusive;
  Life expectancy of at least 6 months after inclusion in the study;
  ANC level of 1500/μL and more at the beginning of the study
  Platelet count of 100 000/μL and more at the beginning of the study
  Hemoglobin level of 90 g/l and more","A 32 year old patient with Histologically verified diagnosis of stage III breast cancer, Absolute neutrophil count of 1807/≈í¬∫L, Platelet count of 110,034/≈í¬∫L, Hemoglobin level of 90 g/l, and a Life expectancy exceeding 8 months would be eligible for both the primary trial and the secondary trial.",11,Comparison,Eligibility,Les 2 corrects,0.23469387755102042,0.5476190476190477,37.0,15.0,0.0,0.0,5.0,3.0,60.0,0.0,0.0,0.0,130.0,53.0,1.0,1.0,True,True
132,"Exclusion Criteria:
  History of clotting disorder (hypercoagulable state)

  Have breast implant(s);","Patients that have a history of pulmonary embolisms cannot take part in the secondary trial, and those who currently have breast implants cannot participate in the primary trial.",01,Comparison,Eligibility,P1✗ KATE✓,0.12903225806451613,0.17391304347826086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,12.0,28.0,1.0,1.0,True,False
133,"Thrombotic or embolic events such as a stroke and transient ischemic attack within the past 6 months.

Inclusion Criteria:
  Histologically confirmed breast cancer with accompanying pathology report;
  Submit unstained representative tumor specimen, either as a paraffin block (preferred) or  10 unstained slides
  Received at least 2 lines of systemic therapy in the advanced setting (for enzalutamide alone arm only);
  Eastern Cooperative Oncology Group performance (ECOG) status of 0 or 1;
  Estimated life expectancy of at least 3 months
Exclusion Criteria:
  Severe concurrent disease, infection, or comorbidity that, in the judgment of the Investigator, would make the patient inappropriate for enrollment;
  Pregnant or lactating;
  Known or suspected brain metastasis or leptomeningeal disease;
  History of another malignancy within the previous 5 years other than curatively treated in situ carcinomas;
  For patients who are enrolled to receive enzalutamide plus anastrozole or exemestane or fulvestrant must not have received tamoxifen or any medication known to be a potent CYP3A4 inducer or inhibitor.","Patients that have suffered a pulmonary embolism in the last 2 months are excluded from the primary trial, but may be eligible for the secondary trial depending on the Investigators decision",01,Comparison,Eligibility,P1✗ KATE✓,0.08029197080291971,0.4074074074074074,10.0,1.0,0.0,0.0,3.0,1.0,15.0,1.0,0.0,1.0,158.0,31.0,1.0,1.0,True,False
134,"Inclusion Criteria:
  Written informed consent must have been obtained prior to any screening procedures
  Phase I part: Patients with advanced/metastatic solid tumors, with measurable or non-measurable disease as determined by RECIST version 1.1 (refer to Appendix 1), who have progressed despite standard therapy or are intolerant of standard therapy, or for whom no standard therapy exists.
  Phase II part: Patients with advanced/metastatic solid tumors, with at least one measurable lesion as determined by RECIST version 1.1, who have progressed following their last prior therapy, and fit into one of the following groups:
  Group 1a and 1b: NSCLC:
  Patients with NSCLC must have had disease recurrence or progression during or after no more than one prior systemic chemotherapy regimen (platinum doublet-based) for advanced or metastatic disease. Prior maintenance therapy is allowed (e.g. pemetrexed, erlotinib, bevacizumab).
  Only patients with EGFR mutation-negative tumor are eligible (defined as negative for exon 19 deletions and for the L858R mutation in EGFR at a minimum; however, if more extensive EGFR mutation testing has been performed, the tumor must not harbor any known activating EGFR mutations in Exons 18-21 in order to be considered EGFR mutation-negative). All patients must be tested for EGFR mutational status and, for ALK translocation status if no mutation is detected in EGFR. Patients with ALK translocation-positive NSCLC must have had disease progression following treatment with a corresponding inhibitor and no more than one systemic chemotherapy regimen (platinum doublet-based), in any sequence.
  Group 2: Melanoma:
  All patients must have been tested for BRAF mutations. Patients with V600 mutation positive melanoma must have clinical or radiological evidence of disease progression during or after treatment with a BRAF inhibitor alone or in combination with other agents.
  Group 3: Triple negatice breast cancer.
  Group 4: Anaplastic thyroid cancer
  Patients are not required to have received or progressed on a prior therapy.
  Patients must not be at short term risk for life threatening complications (such as airway compromise or bleeding from locoregional or metastatic disease).
  Chemoradiation and/or surgery should be considered prior to study entry for those patients with locally advanced disease if those therapies are considered to be in the best interest of the patient.
  ECOG Performance Status  1.
  Patients must have a site of disease amenable to biopsy, and be a candidate for tumor biopsy. Patient must be willing to undergo a new tumor biopsy at baseline or at molecular pre-screening if applicable, and during therapy on this study. For patients in the phase II part of the study, exceptions may be granted after documented discussion with Novartis. After a sufficient number of paired biopsies are collected, the decision may be taken to stop the collection of biopsies.
Exclusion Criteria:
  History of severe hypersensitivity reactions to other mAbs
  Subjects with active, known or suspected autoimmune disease. Subjects with vitiligo, type I diabetes mellitus, residual hypothyroidism due to autoimmune condition only requiring hormone replacement, psoriasis not requiring systemic treatment, or conditions not expected to recur in the absence of an external trigger are permitted to enroll.
  Active infection requiring systemic antibiotic therapy.
  HIV infection.
  Active HBV or HCV infection.
  Patients with ocular melanoma.
  Systemic anti-cancer therapy within 2 weeks of the first dose of study treatment. For cytotoxic agents that have major delayed toxicity, e.g. mitomycin C and nitrosoureas, 4 weeks washout period. For patients receiving anticancer immunotherapies such as CTLA-4 antagonists, 6 weeks is indicated as the washout period.
  Prior PD-1- or PD-L1-directed therapy.
  Patients requiring chronic treatment with systemic steroid therapy, other than replacement-dose steroids in the setting of adrenal insufficiency. Topical, inhaled, nasal and ophthalmic steroids are not prohibited.
  Patients receiving systemic treatment with any immunosuppressive medication (other than steroids as described above).
  Use of any vaccines against infectious diseases (e.g. influenza, varicella, pneumococcus) within 4 weeks of initiation of study treatment.
  Presence of  CTCAE grade 2 toxicity (except alopecia, peripheral neuropathy and ototoxicity, which are excluded if  CTCAE grade 3) due to prior cancer therapy

DISEASE CHARACTERISTICS:
  Meets 1 of the following criteria:
  History of breast cancer (currently without malignant disease)
  No history of breast cancer but wishes to avoid estrogen due to a perceived increased risk of breast cancer
  Must have bothersome hot flashes (defined by their occurrence of  14 times per week and of sufficient severity to make the patient desire therapeutic intervention) for  1 month before study entry
  Has undergone treatment for cancer (patients other than breast cancer survivors are eligible)
  PATIENT CHARACTERISTICS:
  Eastern Cooperative Oncology Group (ECOG) performance status 0-2
  Not pregnant or nursing
  Negative pregnancy test
  Fertile patients must use effective contraception
  Creatinine clearance  30 mL/min
  No hypersensitivity to magnesium oxide
  No medical or other condition(s) that, in the opinion of the investigator/sub-investigator, may compromise the objectives of the study
  PRIOR CONCURRENT THERAPY:
  See Disease Characteristics
  More than 4 weeks since prior and no concurrent antineoplastic chemotherapy, androgens, estrogens, progestational agents, or gabapentin
  More than 28 days since prior and no other concurrent investigational drugs
  Concurrent tamoxifen, raloxifene, or aromatase inhibitors allowed provided patient has been on a constant dose for > 4 weeks AND is not expected to stop the medication during the study period","the secondary trial has the same inclusion/exclusion criteria for all participants, whereas the primary trial has 2 sets of inclusion criteria, one for the 18-50 age group and one for the 50+ age group.",01,Comparison,Eligibility,P1✗ KATE✓,0.034482758620689655,0.5909090909090909,44.0,7.0,0.0,0.0,9.0,0.0,68.0,17.0,0.0,17.0,875.0,36.0,1.0,1.0,True,False
141,"Exclusion Criteria:
  The participant has undergone major surgery within 28 days prior to the study registration date

Inclusion Criteria:
  18 to 55 years old
  Metastatic breast carcinoma.
  Histological confirmation of invasive breast carcinoma
  Complete or partial response to pre-transplant standard-dose chemotherapy, or hormonal therapy. For bone disease, stable disease (SD) is allowed.
  Patient must have tumor assessed for estrogen-receptor (ER) and progesterone-receptor (PR).
  Persistent detectable or non-detectable CTCs by Veridex Technology after completion of standard therapy.
  Zubrod performance status 0 or 1.
  Patients must have adequate hematological parameters (White Blood Count/WBC >= 3,000/mm3; platelet count >= 100,000/mm3)
  Adequate renal function (serum creatinine <= 1.5mg/dl)
  Adequate liver function (total bilirubin, serum glutamate pyruvate transaminase (SGPT) <= 2 times normal).
  Adequate cardiac function (Left ventricular ejection fraction (LVEF)>= 50%).
  Adequate pulmonary function (Carbon Monoxide Diffusing Capacity (DLCO)>= 50% of predicted value).
  Females of childbearing (women who are post-menopausal < 1 year, not surgically sterilized, or not abstinent) potential must use adequate contraception.
  Patients must sign an informed consent.
Exclusion Criteria:
  Prior HDCT with Autologous hematopoietic stem cell transplantation (AHST) in adjuvant setting.
  History or presence of brain/leptomeningeal metastasis.
  History of other malignancies except cured non-melanoma skin cancer or cured cervical carcinoma in situ.
  Presence of other severe medical illnesses or conditions. Severe heart disease, (myocardial ischemia, myocardial infarction, etc.) Pulmonary disease (COPD, asthma,etc). Renal failure and hepatic failure.
  Clinically significant active infections (patient requiring IV antibiotics, uncontrolled infections, or hospitalized due to infections).
  HIV infection.
  Pregnant or lactating women.
  Medical, social or psychologic factors which would prevent the patient from receiving or cooperating with the full course of therapy or understanding the informed consent procedure.","a patient that has received an organ transplant within the last month, would be excluded from the primary trial but may be eligible for the secondary trial",10,Comparison,Eligibility,P1✓ KATE✗,0.04225352112676056,0.391304347826087,28.0,0.0,2.0,0.0,4.0,0.0,34.0,2.0,0.0,2.0,284.0,27.0,1.0,1.0,False,True
144,"Aged greater than 20 years.

Inclusion Criteria:
  Women and men ages 18 or older","women aged 18 or 19 are eligible for the secondary trial, but will need to wait 1-2 years to be eligible for the primary trial",10,Comparison,Eligibility,P1✓ KATE✗,0.16666666666666666,0.23809523809523808,4.0,6.0,0.0,0.0,1.0,1.0,12.0,0.0,0.0,0.0,14.0,26.0,1.0,1.0,False,True
148,HER2 positive tumor (either IHC 3+ or FISH+),"All the primary trial candidates must have a HER2 positive tumor confirmed by IHC 3+, aswell as Requiring considerable assistance and frequent medical care",11,Single,Eligibility,Les 2 corrects,0.18518518518518517,0.20833333333333334,2.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,8.0,24.0,1.0,0.0,True,True
150,"NUT midline carcinoma (ectopic expression of NUT protein as determined by immunohistochemistry (IHC) and/or detection of BRD-NUT gene translocation as determined by fluorescence In situ hybridization [FISH]);

Inclusion Criteria:
  a diagnosis of non-inflammatory breast adenocarcinoma (including in situ and bilateral)
  scheduled to begin radiotherapy without concurrent chemotherapy; concurrent hormone or Herceptin® (trastuzumab)treatment is okay
  can have been treated by lumpectomy or mastectomy with or without adjuvant or neoadjuvant chemotherapy or hormonal treatment
  can have had breast reconstruction
  scheduled to receive 25-35 radiation treatment sessions (1 session per day) using standard irradiation fractionation (1.8-2.0 Gy per sessions) OR 16-20 radiation treatment sessions (1 session per day) using Canadian irradiation fractionation (2.2-3.0 Gy per session)(100, 101).
  able to swallow medication.
  three weeks must have elapsed after chemotherapy and surgery before the patient can begin the study
  able to understand English
Exclusion Criteria:
  inflammatory breast cancer
  previous radiation therapy to the breast or chest
  concurrent chemotherapy treatment
  concurrent treatment with anti-coagulants (e.g., coumadin®, warfarin®), or anti-EGFR (human epidermal growth factor receptor) drugs (e.g. Iressa® (gefitinib), Erbitux® (cetuximab, C225); aspirin is allowed
  known radiosensitivity syndromes (e.g., Ataxia-telangiectasia)
  collagen vascular disease, unhealed surgical sites, or breast infections","Patients with NUT midline carcinoma or Castrate-resistant prostate cancer, determined by fluorescence In situ hybridization, or inflammatory breast cancer are eligible for both the primary trial and the secondary trial.",00,Comparison,Eligibility,Les 2 en erreur,0.1111111111111111,0.5925925925925926,27.0,0.0,0.0,0.0,2.0,0.0,30.0,0.0,0.0,0.0,211.0,31.0,1.0,1.0,False,False
158,"Be non-smokers (no nicotine use within the last 5 years),

DISEASE CHARACTERISTICS:
  Undergoing autologous peripheral blood stem cell transplantation and stem cell mobilization using cyclophosphamide
  Candidate (per institutional requirements) for autologous peripheral blood stem cell transplantation
  No psychiatric illness or multi-system organ failure
  No nausea at baseline
  PATIENT CHARACTERISTICS:
  SWOG performance status 0-2
  Fewer than 5 alcoholic drinks per day within the past year
  No current illness requiring chronic systemic steroids or requirement for chronic use of anti-emetics
  No gastrointestinal obstruction or active peptic ulcer disease
  AST and ALT  3 times upper limit of normal (ULN)
  Bilirubin  3 times ULN
  Alkaline phosphatase  3 times ULN
  Creatinine  2 mg/dL
  No known hypersensitivity to any component of the study regimen
  Not pregnant or nursing
  Negative pregnancy test
  Fertile patients must use effective barrier contraception
  No unrelenting hiccups
  PRIOR CONCURRENT THERAPY:
  No chronic therapeutic warfarin > 1 mg dose per day
  No other concurrent investigational agents
  No concurrent oral contraceptives (except for stopping menses), tolbutamide, phenytoin, midazolam, ketoconazole, rifampin, paroxetine hydrochloride, or diltiazem hydrochloride
  No concurrent illegal drugs",Smokers are excluded from the primary trial but may be eligible for the secondary trial if they drink less than 5 alcoholic drinks a day.,10,Comparison,Eligibility,P1✓ KATE✗,0.06428571428571428,0.391304347826087,9.0,1.0,0.0,0.0,3.0,0.0,13.0,12.0,0.0,12.0,179.0,25.0,1.0,1.0,False,True
165,"Inclusion Criteria:
  Histologically or cytologically confirmed breast carcinoma.
  Early stage breast cancer (stage 1, 2, 3).
  No evidence of disease outside the breast or chest wall, except ipsilateral axillary lymph nodes.
  18 years of age or older.
  Final eligibility for a clinical trial is determined by the health professionals conducting the trial.
Exclusion Criteria:
  Prior chemotherapy, hormonal therapy, biologic therapy or radiation therapy for breast cancer.
  Major surgery within 28 days of study entry.
  Evidence of central nervous system (CNS) metastases.
  Final eligibility for a clinical trial is determined by the health professionals conducting the trial.","Even if a patient satisfies all of the exclusion and inclusion criteria for the primary trial, the final decision for inclusion will be made by the health professionals conducting the trial.",11,Single,Eligibility,Les 2 corrects,0.1780821917808219,0.5416666666666666,7.0,0.0,0.0,0.0,2.0,0.0,9.0,1.0,0.0,1.0,96.0,31.0,1.0,0.0,True,True
167,"Inclusion Criteria:
  Histologically or cytologically proven diagnosis of solid tumor malignancy of lung, breast, or prostate prior to registration;
   18 years of age;
  White blood cell count (WBC)  2400 cells/mm^3;
  Absolute neutrophil count (ANC)  1,800 cells/mm3;
  Platelets  60,000 cells/mm3;
  Hemoglobin  8.0 g/dl (Note: The use of transfusion or other intervention to achieve the required hemoglobin is permitted).

Inclusion Criteria:
  Histologically verified diagnosis of stage IIb/III/IV breast cancer;
  Age of 18-70 years inclusive;
  Life expectancy of at least 6 months after inclusion in the study;
  ANC level of 1500/μL and more at the beginning of the study
  Platelet count of 100 000/μL and more at the beginning of the study
  Hemoglobin level of 90 g/l and more","A 32 year old patient with Histologically verified diagnosis of stage III breast cancer, Absolute neutrophil count of 1807/≈í¬∫L, Platelet count of 79000/≈í¬∫L, Hemoglobin level of 90 g/l, and a Life expectancy exceeding 8 months would be eligible for both the primary trial and the secondary trial.",00,Comparison,Eligibility,Les 2 en erreur,0.23711340206185566,0.5609756097560976,37.0,14.0,0.0,0.0,5.0,3.0,59.0,0.0,0.0,0.0,130.0,52.0,1.0,1.0,False,False
171,No evidence of dementia - Mini Mental State Examination (MMSE) >=23 but some evidence of cognitive impairment,Alzheimer's patients are not eligible for the primary trial,10,Single,Eligibility,P1✓ KATE✗,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,16.0,10.0,1.0,0.0,False,True
174,"Inclusion Criteria:
  Age > 18 years.
  Advanced cancer potentially sensitive to vinorelbine:
  Breast cancer.
  Stage 3 or 4 non-small cell lung cancer.
  Non-Hodgkins lymphoma.
  Cancer of other histologic type, sensitive to vinca alkaloids.
  Rare tumor type with no standard treatment, for which single agent vinorelbine is appropriate therapy.
  Failure of standard treatment(s) of the tumor.
  Life expectancy of at least three months.
  ECOG performance level 0-2 or Karnofsky score 100-70.
  Hematological and serum chemistry results with defined ranges.
  Willingness and ability to provide written informed consent.
Exclusion Criteria:
  Pregnancy or lactation. In a woman of childbearing potential, a positive pregnancy test result, no pregnancy test result, or no use of reliable contraception, at baseline. A postmenopausal woman will be considered to be of childbearing potential until there has been amenorrhea for at least 12 consecutive months.
  Previous treatment with vinorelbine or mitomycin.
  Any history suggesting or demonstrating resistance to, lack of response to, or intolerance of any prior vinca alkaloid treatment.
  Active infection.
  Prior anticancer therapy completed within four weeks prior to the first day of study treatment.
  Failure to have recovered from any toxicity of previous cancer treatment (patients with alopecia will not be excluded).
  Participation in another experimental drug study within four weeks prior to the first day of study treatment.
  Requirement for any concomitant chemotherapeutic agent other than the study medication.
  Any investigator judgment that the individual would not be an appropriate study subject.

Inclusion Criteria:
  Patients presenting for large core breast biopsy in the Radiology Department at the Beth Israel Deaconess Medical Center Boston.
Exclusion Criteria:
  Patients are excluded if :
  They are unable to give informed consent, or pass screening for impaired mental function or psychosis.
  They are unable to hear or understand English.",The only shared inclusion/exclusion criteria between the secondary trial and the primary trial is the ability to provide written informed consent.,00,Comparison,Eligibility,Les 2 en erreur,0.06818181818181818,0.6666666666666666,13.0,0.0,0.0,0.0,1.0,0.0,20.0,5.0,0.0,5.0,292.0,22.0,1.0,1.0,False,False
179,"Inclusion Criteria:
  Prior written consent in participating in the study by the subject or his/her private attorney.
  Japanese female >=18 years of age.

Inclusion Criteria:
  A subject was eligible for inclusion in this study only if all of the following criteria apply:
  Subjects must have histologically confirmed invasive breast cancer with Stage IV disease at primary diagnosis or at relapse after curative-intent surgery. Where the disease was restricted to a solitary lesion, the neoplastic nature of the lesion should have been confirmed by cytology or histology.
  Documented amplification of ErbB2 3+ by immunohistochemistry or a positive score (>2.2) by FISH using a local laboratory result (which was considered sufficient in this study with no further verification by a central laboratory).
  Subjects must have received no more than one prior chemotherapeutic regimen in the metastatic setting.
  If a taxane had been administered in the neoadjuvant, adjuvant or metastatic setting, progression must have occurred 12 months after completion of this treatment.
  Prior therapy with radiation for this breast cancer population was permitted if it was administered in the neoadjuvant or adjuvant non metastatic setting. Radiotherapy given in the metastatic setting, prior to initiation of study medication, was allowed to a limited area (e.g., palliative therapy and involving less than 25% of bone marrow), if it was not the sole site of disease. Subjects must have completed radiation treatment and recovered from all acute radiation treatment related toxicities (e.g., bone marrow suppression) prior to commencement of combination treatment.
  The subject must have received all prior chemotherapy treatment at least 4 weeks prior to enrollment in this study and must have recovered from all related toxicities. Subjects who have received weekly dose of prior chemotherapy e.g. gemcitabine or capecitabine may enroll 2 to 3 weeks after cessation of treatment provided that they have recovered from all related toxicities.
  Prior therapy with trastuzumab in the neoadjuvant, adjuvant or metastatic setting was permitted. The subject must have received all prior trastuzumab treatment at least 4 weeks prior to enrollment in this study and must have recovered from all related toxicities.
  Prior endocrine therapy was permitted in the neoadjuvant or adjuvant or metastatic setting. The subject must have received all prior endocrine treatment at least 1 week prior to enrollment in this study and must have recovered from all related toxicities.
  Prior diagnosis of cancer was allowed as long as the subject was free of disease for 5 years. Subjects with completely resected basal or squamous cell skin cancer, thyroid cancer or successfully treated cervical carcinoma in-situ were allowed if it had been 1 year or greater since definitive surgery.
  Subjects must have had measurable disease, according to Response Evaluation Criteria in Solid Tumors (RECIST) guidelines; defined as at least 1 lesion that can be accurately measured in at least 1 dimension (longest diameter [LD] to be recorded) by mammogram, ultrasound or physical exam [Therasse, 2000].
  Subjects with liver metastases or stable chronic liver disease were permitted into the study.
  Women 18 years of age:
  Non-child-bearing potential (i.e., women with functioning ovaries who had a current documented tubal ligation or hysterectomy, or women who were postmenopausal); or
  Child-bearing potential (i.e., women with functioning ovaries and no documented impairment of oviductal or uterine function that would cause sterility). This category included women with oligomenorrhoea (severe), women who were perimenopausal and young women who had begun to menstruate. These subjects must provided a negative serum pregnancy test at Screening and agree to 1 of the following:
  Complete abstinence from intercourse from 2 weeks prior to administration of the first dose of study medication until 5 days after the final dose of study medication; or
  Consistent and correct use of one of the following acceptable methods of birth control:
  Male partner who was sterile prior to the female subject's entry into the study and was the sole sexual partner for that female subject.
  Implants of levonorgestrel.
  Injectable progestogen.
  Any intrauterine device with a documented failure rate of less than 1% per year.
  Oral contraceptives (either combined or progestogen only).
  Barrier methods, including diaphragm or condom with a spermicide.
  Considered by the Investigator to have a life expectancy of 6 months.
  ECOG Performance Status (PS) of 0 or 1 (Karnofsky 80%) [Oken, 1982].
  Subjects must have had normal organ and marrow function as below:
  Hematologic
  Absolute neutrophil count 1.5 × 10^9/L
  Hemoglobin 9 g/dL
  Platelets 100 × 10^9/L
  Hepatic
  Serum bilirubin  upper limit of normal (ULN)
  Aspartate aminotransferase 3 × ULN without liver metastases and alanine aminotransferase 5 × ULN if documented liver metastases
  Renal
  Serum creatinine 1.5 mg/dL
  OR -
  Calculated creatinine clearance 40 mL/min
  Subjects must have had a cardiac ejection fraction of >50% as measured by echocardiogram (ECHO) or multigated acquisition scan (MUGA) and within the institutional range of normal.
  Subjects with stable central nervous system metastases (stable for at least 3 months) as confirmed by computerized tomography (CT)/magnetic resonance imaging (MRI) or evidence of leptomeningeal involvement were eligible only if they were not taking steroids or enzyme-inducing anticonvulsants.
  Subject must have been free of gastrointestinal diseases that impede swallowing and retaining of oral medications.
  Signed, informed consent prior to registration.
  Bisphosphonate therapy for bone metastases was allowed; however, treatment must be initiated prior to the first dose of study medication. Prophylactic use of bisphosphonates in subjects without bone disease, except for the treatment of osteoporosis, was not permitted.
  Subjects whose disease was estrogen receptor + and/or progesterone receptor + or unknown status were included in the study if they met the following criteria:
  They had symptomatic visceral disease that required chemotherapy.
  Significant visceral organ tumor burden
  The disease was considered by the Investigator to be progressing rapidly or life threatening.
  Subjects who have received prior endocrine therapy and who were no longer benefiting from this therapy.
Exclusion Criteria:
  A subject was not be eligible for inclusion in this study if any of the following criteria apply:
  Subjects who received more than one prior chemotherapeutic regimen in the metastatic setting
  Subjects taking treatment with medications provided in the list of restricted medications and substances in the drug information section for lapatinib were not eligible for the study. This included human immunodeficiency virus-positive subjects receiving combination anti-retroviral therapy because of possible pharmacokinetic interactions with lapatinib.
  Prior treatment with lapatinib.
  Concurrent anticancer or concomitant radiotherapy treatment;
  Concurrent treatment with prohibited medications;
  Use of an investigational drug within 30 days or 5 half-lives, whichever was longer, preceding the first dose of investigational treatment, or, concurrent treatment with an investigational agent or participation in another clinical trial involving investigational agents.
  Known history of allergic reactions attributed to compounds of similar chemical or biologic composition to lapatinib or nab-paclitaxel or excipients;
  Known history of uncontrolled inter-current illness including, but not limited to, ongoing or active infection, symptomatic congestive heart failure, unstable angina pectoris, clinically significant cardiac arrhythmia, or psychiatric illness/social situations that would have limited compliance with study requirements.
  Had active hepatic or biliary disease (with exception of patients with Gilbert's syndrome, asymptomatic gallstones, liver metastases or stable chronic liver disease per investigator assessment)
  Concurrent disease or condition that would make the subject inappropriate for study participation or any serious medical disorder that would interfere with the subject's safety.
  Pregnant or lactating females at any time during the study (due to the potential teratogenic or abortifacient effects of lapatinib and breastfeeding).
  Subjects with diseases affecting gastrointestinal function resulting in an inability to take oral medication, including; malabsorption syndrome, a requirement for iv alimentation, prior surgical procedures affecting absorption e.g. gastric resection and uncontrolled inflammatory bowel disease (e.g., Crohn's, ulcerative colitis).
  Peripheral neuropathy of Grade 2 or greater.
  Unresolved or unstable, serious toxicity from prior administration of another investigational drug and/or of prior cancer treatment.
  History of prior malignancy. However, subjects who had been disease-free for 5 years, or subjects with completely resected basal or squamous cell skin cancer, thyroid cancer or successfully treated cervical carcinoma in situ were eligible if it had been at least 1 year since definitive surgery.
  or rendering of informed consent.
  Other Eligibility Criteria Considerations:
  To assess any potential impact on subject eligibility with regard to safety, the Investigator must refer to the following document(s) for detailed information regarding warnings, precautions, contraindications, AEs, and other significant data pertaining to the investigational product(s) being used in this study: Clinical Investigator's Brochure (IB), SPM, and the nab-paclitaxel Product Label.","Any japanese national can take part in the primary trial, or the secondary trial.",01,Comparison,Eligibility,P1✗ KATE✓,0.01694915254237288,0.75,65.0,0.0,4.0,0.0,19.0,0.0,95.0,10.0,0.0,10.0,1427.0,14.0,2.0,1.0,True,False
180,Have a BMI of 25 kg/m^2 or greater and weight <=400 lbs.,anorexic patients are eligible for the primary trial.,11,Single,Eligibility,Les 2 corrects,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,14.0,8.0,1.0,0.0,True,True
183,"Exclusion Criteria:
  History of interstitial lung disease or pneumonitis",an adult patient diagnosed with diffuse parenchymal lung disease within the last 3 years would be excluded from the primary trial,11,Single,Eligibility,Les 2 corrects,0.07407407407407407,0.1,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,9.0,21.0,1.0,0.0,True,True
184,"Inclusion Criteria:
  Patients undergoing immediate tissue expander reconstruction following mastectomy by any of the surgeon co-investigators are eligible for the study.
  Patients 18 years of age or older are eligible for the study.
  Patients undergoing skin-sparing mastectomy utilizing bioprosthetic mesh are eligible for the study.

Inclusion Criteria:
  Must have completed surgery for Stage I-III breast cancer (lumpectomy or mastectomy) with or without neoadjuvant or adjuvant chemotherapy and with or without radiation.",A woman who has had a mastectomy for stage IV BC could still be eligible for the secondary trial or the primary trial.,11,Comparison,Eligibility,Les 2 corrects,0.09836065573770492,0.3157894736842105,2.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,74.0,23.0,1.0,1.0,True,True
185,"Karnofsky score  70

  Zubrod performance score 2 or better.","Candidates for the primary trial and the secondary trial have to meet a baseline performance status, each trial is using a different performance status scoring system.",11,Comparison,Eligibility,Les 2 corrects,0.037037037037037035,0.05,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,9.0,26.0,1.0,1.0,True,True
188,"Key Inclusion Criteria:
  - Women with locally advanced, recurrent, or metastatic breast cancer along with confirmation of estrogen-receptor positive (ER+). Measurable disease defined as at least one lesion  10 mm by CT or MRI that can be accurately measured in at least one dimension (CT scan slice thickness  5 mm) OR  Bone lesions: lytic or mixed (lytic + blastic) in the absence of measurable disease as defined above.
  Key Exclusion Criteria:
  - Patients who received more than one chemotherapy line. Patients with only non-measurable lesions other than lytic or mixed (lytic and blastic) bone metastasis.Previous treatment with exemestane, mTOR inhibitors, PI3K inhibitors or AKT inhibitors.

Newly diagnosed or recurrent breast cancer
  Considering a referral or already referred to a plastic surgeon by their surgical oncologist for possible reconstruction
  Considering or completing a mastectomy.
  Does not have known distant metastatic disease (stage IV disease) at the time of recruitment
  Female.
  English-speaking.
  At least 18 years of age.
  Able to understand and willing to sign an IRB-approved written informed consent document.","Women with Newly diagnosed locally advanced breast cancer, confirmed as ER+  Considering a mastectomy are eligible for the primary trial and the secondary trial",00,Comparison,Eligibility,Les 2 en erreur,0.1322314049586777,0.7272727272727273,6.0,0.0,0.0,0.0,1.0,0.0,10.0,1.0,0.0,1.0,171.0,24.0,1.0,1.0,False,False
